fighter_url,name,height_in,reach_in,weight_lbs,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
http://ufcstats.com/fighter-details/48e093ea1f43a053,Takeya Mizugaki,67.0,69.0,135.0,Orthodox,1983-12-16,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1
http://ufcstats.com/fighter-details/48e96d9cea6d4ab0,Josh Clopton,66.0,,145.0,Orthodox,1981-07-11,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0
http://ufcstats.com/fighter-details/4908c5ee68a50ee5,Brad Imes,79.0,,265.0,Orthodox,1977-03-13,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0
http://ufcstats.com/fighter-details/4920292f5d9b76df,Will Santiago,67.0,,185.0,Orthodox,1983-02-08,1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0
http://ufcstats.com/fighter-details/492b202d2064e7a9,Fabricio Werdum,76.0,77.0,231.0,Orthodox,1977-07-30,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2
http://ufcstats.com/fighter-details/4948e412fa6ab67d,Ravena Oliveira,65.0,65.0,115.0,Orthodox,1997-02-20,1.0,0.48,1.2,0.48,2.0,0.66,0.62,0.0
http://ufcstats.com/fighter-details/494b0bfdbac74502,Brendan O'Reilly,67.0,69.0,170.0,Orthodox,1987-06-24,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
http://ufcstats.com/fighter-details/4955c524c2a71469,Yazan Hajeh,69.0,,145.0,Orthodox,1992-09-04,1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0
http://ufcstats.com/fighter-details/4956f60b7fa57c1a,Hans Nijman,72.0,,250.0,Switch,1959-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/49590e0508b2c19f,David Levicki,77.0,,275.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4959f10a62f3fec3,Cheyanne Vlismas,63.0,63.0,115.0,Switch,1995-06-25,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2
http://ufcstats.com/fighter-details/495add4fbede0a44,Gennaro Strangis,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4961467134abd8be,Darion Abbey,74.0,80.0,265.0,Orthodox,1993-02-25,8.44,0.5,14.06,0.28,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/497ba5b12a4bfc47,Jason Brilz,71.0,71.0,205.0,Orthodox,1975-07-07,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
http://ufcstats.com/fighter-details/4985113c0928aa62,Jackie Lee,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/49858bf46dabf6fb,Nordine Taleb,73.0,74.0,170.0,Orthodox,1981-06-10,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0
http://ufcstats.com/fighter-details/498f0d066396ec59,Ron Henderson,70.0,,125.0,,--,2.53,0.25,3.6,0.48,1.0,0.2,0.0,0.0
http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,Neil Seery,64.0,64.0,125.0,Orthodox,1979-08-30,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
http://ufcstats.com/fighter-details/49b130de1da2e1bf,Sarah Alpar,64.0,63.0,135.0,Southpaw,1991-06-01,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4
http://ufcstats.com/fighter-details/49bddfee9ed54cf3,Louis Taylor,71.0,,185.0,Orthodox,1979-05-12,2.06,0.32,1.24,0.68,2.48,0.28,1.0,0.0
http://ufcstats.com/fighter-details/49c29e57d4e2be6f,Justin McElfresh,78.0,,205.0,Orthodox,1980-01-04,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/49c7236c737d7e59,Chance Farrar,69.0,,145.0,Southpaw,1975-09-11,0.81,0.22,2.21,0.67,3.02,1.0,0.0,0.0
http://ufcstats.com/fighter-details/49d2a08964c5eb11,Nursulton Ruziboev,77.0,76.0,185.0,Orthodox,1993-11-19,2.59,0.46,2.89,0.48,0.75,0.66,0.33,0.0
http://ufcstats.com/fighter-details/49d78120e0a4f607,Greg Rebello,72.0,73.0,240.0,Southpaw,1982-06-13,2.61,0.39,2.92,0.58,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/49dea784f6cfed71,Ashiek Ajim,68.0,71.0,135.0,Switch,1994-06-19,5.0,0.4,11.25,0.25,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/49e49b54e5901d0d,Eddie Mendez,70.0,,185.0,,1984-01-16,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/49e7e05f902479ca,Tadao Yasuda,76.0,,310.0,Orthodox,1963-10-09,2.7,0.73,0.85,0.6,0.75,0.14,0.0,0.0
http://ufcstats.com/fighter-details/49e96ff8ab781589,Tyson Pedro,75.0,79.0,205.0,Orthodox,1991-09-17,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8
http://ufcstats.com/fighter-details/49edd0d90f60fb7d,Brendson Ribeiro,75.0,81.0,205.0,Orthodox,1996-09-08,3.06,0.42,4.0,0.53,0.9,0.42,0.18,0.6
http://ufcstats.com/fighter-details/49ee5024966efc0d,Mounir Lazzez,73.0,76.0,170.0,Orthodox,1987-11-16,7.49,0.55,5.42,0.53,1.8,0.57,0.71,0.0
http://ufcstats.com/fighter-details/49efbdc6c9f650c4,Icho Larenas,75.0,,235.0,Orthodox,1980-03-12,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0
http://ufcstats.com/fighter-details/49f4171f14f54220,Masuto Kawana,66.0,69.0,145.0,Orthodox,1995-01-30,2.54,0.41,3.79,0.41,11.67,0.55,1.0,0.0
http://ufcstats.com/fighter-details/49f4b511932f71e9,David Michaud,69.0,,155.0,Orthodox,1988-11-10,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7
http://ufcstats.com/fighter-details/49f78022126bf4a4,Cesar Arzamendia,71.0,,155.0,Orthodox,1991-01-31,5.37,0.45,5.2,0.56,7.32,0.75,0.0,2.4
http://ufcstats.com/fighter-details/4a01dc8376736ef5,John Lewis,72.0,,155.0,Southpaw,--,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4a043165cf47cab2,Juancamilo Ronderos,63.0,64.0,125.0,Southpaw,1995-02-17,2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0
http://ufcstats.com/fighter-details/4a07b1988477502c,Seokhyeon Ko,70.0,71.0,170.0,Southpaw,1993-09-24,2.9,0.52,2.0,0.59,4.0,0.53,0.75,0.5
http://ufcstats.com/fighter-details/4a1329cc8eb0928a,Maximo Blanco,68.0,71.0,145.0,Orthodox,1983-10-16,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
http://ufcstats.com/fighter-details/4a191f4ea2fce7fc,Anvar Boynazarov,69.0,,145.0,Orthodox,1989-01-10,0.0,0.0,7.83,0.29,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4a1a492f299581d9,Andy Uhrich,72.0,,170.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,72.0,75.0,170.0,Orthodox,1983-02-11,4.05,0.46,3.0,0.54,0.23,0.35,0.63,0.0
http://ufcstats.com/fighter-details/4a35913bd9aa4161,Dennis Reed,,,205.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4a482a0100cfcd0a,Justin Wilcox,66.0,,155.0,Orthodox,1979-03-12,3.82,0.28,2.63,0.71,1.43,0.16,1.0,0.0
http://ufcstats.com/fighter-details/4a574b8512fc1b30,Javier Reyes,67.0,73.0,145.0,,1993-10-10,8.29,0.46,0.79,0.77,0.0,0.0,0.5,0.0
http://ufcstats.com/fighter-details/4a57ebb14315b251,Randa Markos,64.0,63.0,115.0,Orthodox,1985-08-10,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
http://ufcstats.com/fighter-details/4a6dff1b260bcf61,Aleksandre Topuria,67.0,68.0,135.0,Orthodox,1996-01-28,2.73,0.51,2.53,0.7,1.0,0.5,1.0,0.0
http://ufcstats.com/fighter-details/4a76daef28549957,Joe Hernandez,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4a9120fa47bafef0,Jinnosuke Kashimura,67.0,71.0,155.0,Southpaw,2001-08-12,0.21,0.5,7.37,0.25,3.16,1.0,0.0,6.3
http://ufcstats.com/fighter-details/4a99978a0366bb29,Ricky Camp,67.0,,135.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4a9e305633f3ef47,Rolando Perez,68.0,,135.0,Orthodox,--,4.23,0.36,4.83,0.63,0.0,0.0,1.0,0.0
http://ufcstats.com/fighter-details/4aa58269d0664b5b,Matthew Semelsberger,73.0,75.0,170.0,Switch,1992-11-23,3.77,0.42,4.24,0.54,1.01,0.57,0.45,0.4
http://ufcstats.com/fighter-details/4ab36d70d1b28b58,Christian Lohsen,74.0,77.0,155.0,Southpaw,1995-01-24,5.27,0.49,6.93,0.44,0.0,0.0,0.0,2.0
http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23,Jason Saggo,71.0,71.0,155.0,Orthodox,1985-11-23,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0
http://ufcstats.com/fighter-details/4acb99524a9a81ab,Maurice Eazel,67.0,,135.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4acf03bdec2025d7,Kyle Noblitt,74.0,,243.0,,1989-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4ae4049426e0161d,Alexis Dufresne,69.0,,135.0,Orthodox,1990-08-31,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0
http://ufcstats.com/fighter-details/4b1896310a907656,Jamie Houston,,,185.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,Alberto Mina,72.0,77.0,170.0,Orthodox,1982-05-02,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0
http://ufcstats.com/fighter-details/4b2390cfaceb91d8,Naoya Ogawa,76.0,,255.0,Orthodox,1968-03-31,2.41,0.42,1.66,0.47,1.25,1.0,0.66,1.2
http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1,Pablo Alfonso,68.0,,145.0,,1983-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4b450aa602611baa,Angel De Anda,69.0,,225.0,Orthodox,1985-05-28,5.68,0.46,6.32,0.47,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4b4753d19489297f,Anthony Perosh,75.0,75.0,205.0,Orthodox,1972-10-05,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
http://ufcstats.com/fighter-details/4b47e71384a9522f,Tim Means,74.0,75.0,170.0,Orthodox,1984-02-20,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2
http://ufcstats.com/fighter-details/4b4f6abdce986be6,Israel Giron,68.0,,155.0,,1974-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4b4fc3ddc307bc73,James Zikic,74.0,,205.0,Orthodox,1977-03-01,1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5
http://ufcstats.com/fighter-details/4b8fb0453a596b8e,Hector Urbina,71.0,73.0,170.0,Orthodox,1987-09-17,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8
http://ufcstats.com/fighter-details/4b90384d7c3519b8,Vince Murdock,66.0,64.0,145.0,Orthodox,1991-03-21,1.21,0.21,7.17,0.4,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4b93a88f3b1de35b,Michael Chandler,68.0,71.0,155.0,Orthodox,1986-04-24,4.04,0.49,4.52,0.43,1.96,0.41,0.61,0.6
http://ufcstats.com/fighter-details/4ba8d454f762005d,Zak Cummings,72.0,75.0,205.0,Southpaw,1984-08-02,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6
http://ufcstats.com/fighter-details/4bb0f74d5e26f89a,Ty Flores,75.0,73.0,205.0,Switch,1993-12-22,2.0,0.37,7.8,0.25,1.0,0.09,0.0,0.0
http://ufcstats.com/fighter-details/4bb9d7a32d02a03e,Craig Oxley,69.0,,155.0,,1973-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f,Mansher Khera,70.0,68.0,155.0,Orthodox,1992-04-15,2.8,0.38,2.6,0.38,2.0,0.14,1.0,0.0
http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,Vitor Miranda,73.0,77.0,185.0,Orthodox,1979-03-10,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
http://ufcstats.com/fighter-details/4bd6b4800070b069,Chas Skelly,71.0,72.0,145.0,Orthodox,1985-05-11,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,Bolaji Oki,70.0,73.0,155.0,Orthodox,1995-11-15,6.59,0.44,5.15,0.61,1.01,0.6,0.66,0.0
http://ufcstats.com/fighter-details/4bf6b225ff6099c4,Domingo Pilarte,72.0,73.0,135.0,Southpaw,1990-01-05,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8
http://ufcstats.com/fighter-details/4c12aa7ca246e7a4,Yuhi Sano,71.0,,243.0,Orthodox,1965-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4c27ca8c8481f79a,Alexandre Franca Nogueira,67.0,,145.0,Orthodox,1978-01-15,0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4c288a2b250bb576,Luke Jumeau,71.0,72.0,170.0,Orthodox,1988-02-12,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0
http://ufcstats.com/fighter-details/4c2d90e335e6df19,Alexis Davis,66.0,68.0,135.0,Orthodox,1984-10-04,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7
http://ufcstats.com/fighter-details/4c33b3d37955aa85,Arisa Matsuda,63.0,64.0,115.0,Orthodox,1994-12-15,1.0,0.75,1.87,0.56,3.0,0.42,0.0,1.0
http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,Stephen Banaszak,72.0,,145.0,,1990-12-07,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9
http://ufcstats.com/fighter-details/4c7781da8c6cae93,Ryan LaFlare,73.0,74.0,170.0,Southpaw,1983-10-01,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2
http://ufcstats.com/fighter-details/4c78fc005a53831d,Eldari Kurtanidze,66.0,,235.0,Orthodox,1972-04-16,0.47,0.2,3.72,0.6,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4c7afd56ef1947ac,Li Yunfeng,68.0,68.0,135.0,Orthodox,1999-03-08,0.53,0.29,2.55,0.35,0.0,0.0,0.5,0.0
http://ufcstats.com/fighter-details/4c805f5f58a75df0,Mikey Burnett,66.0,,170.0,Orthodox,1974-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,Jai Herbert,73.0,77.0,155.0,Orthodox,1988-05-13,3.07,0.4,3.26,0.53,0.43,0.21,0.66,0.0
http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,Dan Lauzon,70.0,,155.0,Orthodox,1988-03-30,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7
http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,CJ Marsh,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4c9b84d559822830,Emiliano Sordi,74.0,,205.0,Orthodox,1991-02-15,4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3
http://ufcstats.com/fighter-details/4cb79988b2a9bd07,Marilia Santos,64.0,,125.0,Orthodox,1992-12-12,4.4,0.54,4.07,0.53,1.0,1.0,0.66,1.0
http://ufcstats.com/fighter-details/4cd8b03aee1d0138,Shane Young,68.0,72.0,145.0,Orthodox,1993-07-31,5.19,0.4,5.46,0.52,0.63,0.18,0.64,0.0
http://ufcstats.com/fighter-details/4d1e92b61bcef308,Tobias Harila,,,,,1994-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4d25497994da569c,Lazar Stojadinovic,67.0,68.0,145.0,Southpaw,1989-03-22,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4d2e3320d815f687,Chris Honeycutt,70.0,73.0,170.0,,1988-07-25,2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0
http://ufcstats.com/fighter-details/4d3b08ab127c7585,Jose Augusto,75.0,,251.0,,1992-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4d44f37107f01b9b,Tom Lawlor,72.0,74.0,205.0,Southpaw,1983-05-15,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4
http://ufcstats.com/fighter-details/4d5197f331c47290,Paige VanZant,64.0,65.0,115.0,Orthodox,1994-03-26,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0
http://ufcstats.com/fighter-details/4d74641fac830182,Brad Gumm,71.0,,170.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin Turner,75.0,77.0,155.0,Southpaw,1995-05-18,5.53,0.48,4.55,0.41,0.77,0.55,0.75,1.1
http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,Harry Moskowitz,77.0,,275.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4dcfb28c011c11b2,Wellington Turman,72.0,72.0,170.0,Orthodox,1996-07-22,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8
http://ufcstats.com/fighter-details/4debc6c4c6249690,Patrik White,72.0,72.0,155.0,Orthodox,1993-06-11,9.77,0.49,6.28,0.6,0.0,0.0,0.5,0.0
http://ufcstats.com/fighter-details/4e06913c91da5200,Krzysztof Jotko,73.0,77.0,185.0,Southpaw,1989-08-19,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1
http://ufcstats.com/fighter-details/4e0692ad070976e4,Lyman Good,72.0,74.0,170.0,Orthodox,1985-05-26,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0
http://ufcstats.com/fighter-details/4e163b53d1de1fbc,Patryk Grabowski,,,205.0,,1995-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4e30e4250cb08b61,Loma Lookboonmee,61.0,61.0,115.0,Orthodox,1996-01-18,3.87,0.56,2.47,0.52,2.03,0.51,0.73,0.1
http://ufcstats.com/fighter-details/4e30f2761b6bd3b5,Jose Montanha,,,265.0,,1996-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4e33534d1e036444,Jhonata Silva,65.0,66.0,125.0,Orthodox,1997-04-24,4.86,0.52,9.85,0.44,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4e5bbc4566049cbf,Branko Cikatic,73.0,,215.0,Orthodox,1954-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,74.0,79.0,185.0,Orthodox,1995-08-06,2.12,0.44,2.5,0.56,1.23,0.35,0.4,0.2
http://ufcstats.com/fighter-details/4e77d070239699e2,Maiju Kujala,,,135.0,,--,2.5,0.4,5.5,0.36,0.0,0.0,0.5,0.0
http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Wesley Correira,75.0,,260.0,Orthodox,1978-11-11,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0
http://ufcstats.com/fighter-details/4eccb78d628b2238,Jinensibieke Asikeerbai,66.0,69.0,155.0,Orthodox,1988-07-10,2.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4f11e9ce318ffbcb,Anthony Christodoulou,69.0,,155.0,Orthodox,1987-07-30,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0
http://ufcstats.com/fighter-details/4f140403000158b5,Herbert Burns,69.0,73.0,145.0,Orthodox,1988-02-02,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8
http://ufcstats.com/fighter-details/4f1a48f4e6ffb007,Jennifer Gonzalez,62.0,,125.0,,1986-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4f2fcbefb668689d,Jake Rosholt,73.0,,185.0,Orthodox,1982-02-09,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8
http://ufcstats.com/fighter-details/4f3064faf17aa711,Tamires Vidal,66.0,68.0,135.0,Orthodox,1998-07-27,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7
http://ufcstats.com/fighter-details/4f4dac51adc1af4f,Diego Saraiva,66.0,,155.0,Orthodox,1982-04-23,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7
http://ufcstats.com/fighter-details/4f670b7972fa0a2e,Sherron Leggett,68.0,,155.0,Southpaw,1978-10-27,2.86,0.51,2.08,0.47,5.19,0.8,0.33,0.0
http://ufcstats.com/fighter-details/4f732e58ed907eff,Ross Pearson,68.0,69.0,155.0,Orthodox,1984-09-26,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0
http://ufcstats.com/fighter-details/4f736494fc733095,Carlos Eduardo Rocha,70.0,73.0,170.0,Orthodox,1981-07-12,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4
http://ufcstats.com/fighter-details/4f74c8be51db8a37,Daiju Takase,72.0,,170.0,Southpaw,1978-04-20,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2
http://ufcstats.com/fighter-details/4f7e290e71d60f87,Rulon Gardner,75.0,,265.0,Orthodox,1971-08-16,2.05,0.25,1.45,0.6,0.75,1.0,1.0,0.0
http://ufcstats.com/fighter-details/4f853e98886283cf,Carlo Prater,71.0,72.0,155.0,Switch,1981-06-25,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7
http://ufcstats.com/fighter-details/4f95f74620a6b7a4,David Heath,71.0,72.0,205.0,Orthodox,1976-02-10,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0
http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,Izabela Badurek,65.0,,115.0,Orthodox,1991-07-11,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
http://ufcstats.com/fighter-details/4fd140eea593526e,Pat Pytlik,72.0,73.0,170.0,Orthodox,1989-04-24,3.12,0.56,4.56,0.22,0.0,0.0,0.33,0.0
http://ufcstats.com/fighter-details/4fd76e7ba8313457,Salvador Becerra,69.0,,155.0,,--,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
http://ufcstats.com/fighter-details/4fe1d105af549845,Jeremiah Labiano,70.0,,135.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/4fe9492959834bf7,Chad W. Saunders,70.0,,170.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/501821d7fb7b95c1,Fabio Aguiar,72.0,,185.0,,1988-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Sam Stout,69.0,70.0,155.0,Orthodox,1984-04-23,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
http://ufcstats.com/fighter-details/505934897b8b4824,Thaddeus Luster,75.0,,210.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana Santos,66.0,67.0,135.0,Orthodox,2000-04-16,3.69,0.52,3.4,0.62,1.91,0.5,0.83,1.3
http://ufcstats.com/fighter-details/509319d35664369e,Chris Jones,69.0,,149.0,,1981-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/5095b0920a3602aa,Blake Bilder,68.0,68.0,145.0,Switch,1990-07-12,3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6
http://ufcstats.com/fighter-details/509697e08673d2e5,Hiromitsu Miura,69.0,71.0,170.0,Orthodox,1981-09-22,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6
http://ufcstats.com/fighter-details/50a28b9f8314e008,Saidyokub Kakhramonov,68.0,69.0,135.0,Orthodox,1995-11-14,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9
http://ufcstats.com/fighter-details/50c469e0cb73be10,Yura Naito,72.0,74.0,185.0,Orthodox,1996-04-26,1.22,0.44,5.33,0.28,1.67,0.09,0.0,0.0
http://ufcstats.com/fighter-details/50cc91ce2982785d,Ricco Rodriguez,76.0,,265.0,Orthodox,1977-08-19,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0
http://ufcstats.com/fighter-details/50d2f0018bcf9eef,Pat Healy,72.0,72.0,155.0,Orthodox,1983-07-20,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
http://ufcstats.com/fighter-details/50db8711c70196cd,Ovince Saint Preux,75.0,80.0,205.0,Southpaw,1983-04-08,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5
http://ufcstats.com/fighter-details/51018a31ddf31eb2,Molly McCann,64.0,62.0,115.0,Orthodox,1990-05-04,5.28,0.49,4.65,0.62,1.78,0.36,0.38,0.5
http://ufcstats.com/fighter-details/5108b169b5fe1f86,Josh LaBerge,70.0,,145.0,,--,2.53,0.36,5.33,0.44,0.0,0.0,0.71,0.0
http://ufcstats.com/fighter-details/5114f1b5ad4cdf72,Shane Primm,75.0,,205.0,Orthodox,1984-07-30,0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0
http://ufcstats.com/fighter-details/511e82663651438d,Michael Johnson,70.0,73.0,155.0,Southpaw,1986-06-04,4.28,0.39,3.79,0.58,0.58,0.38,0.81,0.0
http://ufcstats.com/fighter-details/513c6f1715e547a8,Brock Lesnar,75.0,81.0,265.0,Orthodox,1977-07-12,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5
http://ufcstats.com/fighter-details/513e84bfe65ff509,Luis Gomez,67.0,68.0,145.0,Orthodox,1995-01-28,1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0
http://ufcstats.com/fighter-details/5140122c3eecd307,Daichi Abe,71.0,71.0,170.0,Orthodox,1991-11-27,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0
http://ufcstats.com/fighter-details/5148a665aa527865,Christopher Lopez,70.0,,170.0,,1986-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/515890922fe9ce96,Adam Livingston,74.0,71.0,155.0,Orthodox,2001-08-15,0.36,0.33,1.08,0.0,0.0,0.0,0.6,0.0
http://ufcstats.com/fighter-details/5159e6ee100c717e,Cedric Doumbe,70.0,,170.0,,1992-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
